algorithm_name,env_n,size,best_solution,H,states,time
SA,25,10,"(4, 0, 7, 9, 2, 5, 8, 1, 3, 6)",45,11340,0.036543846130371094
SA,26,10,"(4, 7, 1, 6, 9, 2, 0, 8, 3, 5)",45,9000,0.02931976318359375
SA,27,10,"(3, 7, 4, 2, 0, 9, 6, 8, 5, 1)",45,7740,0.02669382095336914
SA,28,10,"(5, 3, 8, 0, 2, 9, 6, 1, 7, 4)",45,10260,0.03397226333618164
SA,29,10,"(6, 1, 5, 0, 9, 4, 2, 8, 3, 7)",45,17550,0.05805826187133789
SA,0,12,"(8, 1, 5, 7, 2, 0, 11, 9, 4, 6, 3, 10)",66,32142,0.12588953971862793
SA,1,12,"(5, 3, 9, 7, 4, 10, 0, 2, 6, 8, 11, 1)",65,66000,0.16878175735473633
SA,2,12,"(8, 2, 5, 3, 0, 9, 11, 6, 10, 7, 1, 4)",66,27456,0.08581924438476562
SA,3,12,"(6, 11, 9, 1, 4, 2, 8, 10, 7, 0, 3, 5)",66,37686,0.11282992362976074
SA,4,12,"(6, 4, 2, 10, 3, 7, 11, 8, 1, 5, 0, 9)",66,21318,0.061327219009399414
SA,5,12,"(10, 3, 2, 0, 9, 6, 1, 5, 11, 8, 4, 7)",65,66000,0.26844334602355957
SA,6,12,"(6, 4, 9, 11, 3, 5, 7, 1, 10, 0, 2, 8)",66,8118,0.023677825927734375
SA,7,12,"(5, 1, 8, 6, 3, 9, 0, 4, 10, 7, 11, 2)",66,25344,0.08435821533203125
SA,8,12,"(9, 4, 10, 5, 3, 1, 7, 11, 8, 2, 0, 6)",66,46002,0.15051603317260742
SA,9,12,"(6, 4, 0, 5, 9, 2, 10, 7, 3, 8, 11, 1)",66,63228,0.21269869804382324
SA,10,12,"(6, 4, 10, 1, 3, 9, 11, 8, 5, 2, 0, 7)",66,32670,0.10874581336975098
SA,11,12,"(8, 10, 3, 0, 6, 4, 1, 5, 11, 9, 7, 2)",65,66000,0.17322969436645508
SA,12,12,"(0, 9, 1, 4, 8, 11, 3, 10, 6, 2, 5, 7)",66,8910,0.025044679641723633
SA,13,12,"(7, 5, 3, 8, 0, 11, 4, 1, 10, 6, 9, 2)",66,21054,0.06830024719238281
SA,14,12,"(6, 10, 7, 1, 4, 0, 9, 11, 2, 5, 3, 8)",66,31680,0.09235763549804688
SA,15,12,"(3, 6, 2, 7, 10, 0, 5, 1, 9, 11, 8, 4)",66,4554,0.014693260192871094
SA,16,12,"(6, 3, 1, 11, 9, 0, 2, 5, 8, 10, 7, 4)",66,55902,0.15831255912780762
SA,17,12,"(7, 4, 0, 3, 9, 11, 10, 8, 2, 5, 1, 6)",65,66000,0.14738726615905762
SA,18,12,"(5, 3, 6, 8, 11, 1, 4, 7, 9, 0, 2, 10)",65,66000,0.1249847412109375
SA,19,12,"(5, 8, 0, 9, 6, 2, 10, 1, 7, 4, 11, 3)",66,52932,0.154219388961792
SA,20,12,"(2, 8, 6, 4, 10, 0, 11, 3, 7, 9, 1, 5)",66,40392,0.12225699424743652
SA,21,12,"(8, 6, 11, 7, 1, 4, 0, 10, 3, 5, 2, 9)",66,10758,0.03296542167663574
SA,22,12,"(8, 3, 1, 10, 5, 9, 4, 0, 11, 6, 2, 7)",66,10296,0.03130531311035156
SA,23,12,"(9, 1, 4, 0, 8, 11, 7, 3, 6, 2, 5, 10)",66,30558,0.08319568634033203
SA,24,12,"(9, 4, 1, 7, 11, 2, 8, 5, 0, 10, 3, 6)",66,64152,0.20026612281799316
SA,25,12,"(3, 6, 10, 7, 1, 11, 5, 8, 0, 9, 4, 2)",66,41184,0.12172484397888184
SA,26,12,"(8, 4, 2, 10, 6, 1, 3, 11, 9, 7, 5, 0)",66,44880,0.12315225601196289
SA,27,12,"(2, 4, 9, 11, 5, 10, 6, 1, 3, 7, 0, 8)",65,66000,0.19465017318725586
SA,28,12,"(2, 10, 8, 3, 1, 9, 7, 5, 11, 0, 6, 4)",66,13266,0.04161572456359863
SA,29,12,"(7, 5, 3, 0, 10, 4, 9, 1, 8, 11, 2, 6)",66,8052,0.027993440628051758
SA,0,15,"(4, 9, 3, 13, 11, 2, 5, 10, 1, 14, 12, 7, 0, 8, 6)",105,83895,0.22911643981933594
SA,1,15,"(1, 4, 7, 12, 10, 13, 6, 14, 0, 11, 9, 2, 5, 3, 8)",105,57330,0.14632105827331543
SA,2,15,"(11, 3, 14, 12, 1, 4, 0, 7, 13, 10, 8, 2, 5, 9, 6)",105,30450,0.08507823944091797
SA,3,15,"(6, 11, 5, 10, 1, 3, 14, 8, 13, 9, 12, 0, 7, 4, 2)",105,53340,0.1606299877166748
SA,4,15,"(2, 9, 5, 10, 14, 3, 11, 4, 12, 0, 6, 1, 7, 13, 8)",105,97230,0.2586071491241455
SA,5,15,"(3, 8, 11, 9, 14, 10, 6, 1, 12, 5, 0, 13, 7, 4, 2)",104,105000,0.2750213146209717
